word	pos	english	register	chain_theme_id	difficulty	fun_score	explanation	source
tutela	noun	guardianship, tutelage	legal_juridical	3	4	6	tutela — guardianship, tutelage, legal protection	PCIC C2 / RAE
ubicuidad	noun	ubiquity	philosophical_rhetorical	2	4	7	ubicuidad — ubiquity, the quality of being everywhere at the same time	PCIC C2 / RAE
ultrajante	adjective	outrageous, offensive	literary_poetic	0	4	7	ultrajante — outrageous, grossly offensive	PCIC C2 / RAE
ultranza	noun	fight to the death, extreme stance	literary_poetic	0	4	7	ultranza — (a ultranza) to the death; at any cost, to the extreme	PCIC C2 / RAE
unción	noun	unction, anointing	literary_poetic	0	5	7	unción — unction, anointing; fervor, earnestness	PCIC C2 / RAE
unicidad	noun	uniqueness, oneness	philosophical_rhetorical	2	4	6	unicidad — uniqueness, oneness, singularity	PCIC C2 / RAE
usurpación	noun	usurpation	legal_juridical	3	4	7	usurpación — usurpation, seizure of power without legal right	PCIC C2 / RAE
vacilación	noun	vacillation, hesitation	psychological_abstract	6	4	6	vacilación — vacillation, hesitation, indecision	PCIC C2 / RAE
vagabundo	noun	vagabond, wanderer	literary_poetic	0	4	6	vagabundo — vagabond, wanderer, tramp	PCIC C2 / RAE
valentía	noun	bravery, valor	literary_poetic	0	4	5	valentía — bravery, valor, courage	PCIC C2 / RAE
vanagloriarse	verb	to boast, to vaunt oneself	literary_poetic	0	4	7	vanagloriarse — to boast, to vaunt oneself, to brag about one's achievements	PCIC C2 / RAE
vendetta	noun	vendetta	literary_poetic	0	4	7	vendetta — vendetta, a prolonged bitter quarrel or blood feud	PCIC C2 / RAE
veraz	adjective	truthful, veracious	formal_administrative	1	4	6	veraz — truthful, veracious, habitually speaking the truth	PCIC C2 / RAE
vericueto	noun	rough terrain, labyrinth	archaic_rare	5	5	8	vericueto — rough, intricate terrain; labyrinthine situation (plural: vericuetos)	PCIC C2 / RAE
vernáculo	adjective	vernacular, native	philosophical_rhetorical	2	4	7	vernáculo — vernacular, native language or dialect	PCIC C2 / RAE
vestigio	noun	vestige, trace	literary_poetic	0	4	7	vestigio — vestige, trace, a remnant of something past	PCIC C2 / RAE
vicisitud	noun	vicissitude, change of fortune	literary_poetic	0	4	8	vicisitud — vicissitude, a change of fortune or circumstance	PCIC C2 / RAE
vigencia	noun	validity, currency	legal_juridical	3	4	6	vigencia — validity, currency (estar en vigencia: to be in force)	PCIC C2 / RAE
vigoroso	adjective	vigorous, robust	literary_poetic	0	4	5	vigoroso — vigorous, robust, full of strength	PCIC C2 / RAE
vilipendiar	verb	to vilify, to disparage	literary_poetic	0	5	8	vilipendiar — to vilify, to disparage, to treat with contempt	PCIC C2 / RAE
vindicación	noun	vindication	legal_juridical	3	4	7	vindicación — vindication, clearing of blame, restoration of reputation	PCIC C2 / RAE
virulento	adjective	virulent, fierce	formal_administrative	1	4	7	virulento — virulent, fierce, bitter (of criticism or disease)	PCIC C2 / RAE
vislumbrar	verb	to glimpse, to perceive dimly	literary_poetic	0	4	8	vislumbrar — to glimpse, to perceive dimly; to begin to discern	PCIC C2 / RAE
vociferar	verb	to vociferate, to shout	literary_poetic	0	4	7	vociferar — to vociferate, to shout loudly and insistently	PCIC C2 / RAE
voluble	adjective	fickle, changeable	literary_poetic	0	4	7	voluble — fickle, changeable, easily influenced	PCIC C2 / RAE
vórtice	noun	vortex, whirlpool	literary_poetic	0	4	7	vórtice — vortex, whirlpool; center of turbulent activity	PCIC C2 / RAE
yugular	verb	to cut the jugular, to suppress	literary_poetic	0	5	7	yugular — to cut the jugular; figuratively: to suppress drastically	PCIC C2 / RAE
zahiriente	adjective	wounding, cutting	literary_poetic	0	5	7	zahiriente — wounding, cutting, deeply hurtful in speech	PCIC C2 / RAE
zalamería	noun	flattery, fawning	literary_poetic	0	4	7	zalamería — flattery, fawning, excessive compliments	PCIC C2 / RAE
zozobra	noun	anxiety, anguish, peril	literary_poetic	0	4	8	zozobra — anxiety, anguish; peril, risk of sinking (nautical origin)	PCIC C2 / RAE
abatimiento	noun	dejection, despondency	literary_poetic	0	4	7	abatimiento — dejection, despondency, low spirits	PCIC C2 / RAE
abnegación	noun	self-denial, abnegation	philosophical_rhetorical	2	4	7	abnegación — self-denial, abnegation, selfless sacrifice	PCIC C2 / RAE
aborrecimiento	noun	abhorrence, loathing	literary_poetic	0	4	7	aborrecimiento — abhorrence, loathing, intense hatred	PCIC C2 / RAE
absolver	verb	to absolve, to acquit	legal_juridical	3	4	7	absolver — to absolve, to acquit, to declare innocent	PCIC C2 / RAE
abstracción	noun	abstraction	philosophical_rhetorical	2	4	6	abstracción — abstraction, the quality of dealing with ideas rather than things	PCIC C2 / RAE
abyecto	adjective	abject, contemptible	literary_poetic	0	5	7	abyecto — abject, contemptible, lacking dignity	PCIC C2 / RAE
acaparar	verb	to hoard, to monopolize	economic_political_advanced	7	4	7	acaparar — to hoard, to monopolize, to corner (the market)	PCIC C2 / RAE
acepción	noun	meaning, sense, acceptation	philosophical_rhetorical	2	4	7	acepción — meaning, sense (of a word), acceptation	PCIC C2 / RAE
acriminar	verb	to incriminate, to accuse	legal_juridical	3	5	6	acriminar — to incriminate, to accuse, to charge with a crime	PCIC C2 / RAE
adular	verb	to adulate, to fawn on	literary_poetic	0	4	7	adular — to adulate, to fawn on, to flatter excessively	PCIC C2 / RAE
afección	noun	affection, ailment	psychological_abstract	6	4	5	afección — affection; also: ailment, disorder	PCIC C2 / RAE
afinidad	noun	affinity, kinship	philosophical_rhetorical	2	4	6	afinidad — affinity, kinship, natural attraction	PCIC C2 / RAE
afligir	verb	to afflict, to distress	literary_poetic	0	4	6	afligir — to afflict, to cause distress or grief	PCIC C2 / RAE
afrenta	noun	affront, insult	literary_poetic	0	4	7	afrenta — affront, insult, public humiliation	PCIC C2 / RAE
agobio	noun	burden, oppression, anxiety	psychological_abstract	6	4	7	agobio — burden, oppressive weight; overwhelming anxiety	PCIC C2 / RAE
agraviante	adjective	offensive, injurious	legal_juridical	3	4	6	agraviante — offensive, injurious, causing grievance	PCIC C2 / RAE
ahondar	verb	to deepen, to go into depth	philosophical_rhetorical	2	4	6	ahondar — to deepen, to dig deeper; to probe, to examine in depth	PCIC C2 / RAE
aislacionismo	noun	isolationism	economic_political_advanced	7	4	7	aislacionismo — isolationism, a policy of non-involvement in international affairs	PCIC C2 / RAE
alborotador	noun	troublemaker, agitator	literary_poetic	0	4	7	alborotador — troublemaker, agitator, one who stirs up disorder	PCIC C2 / RAE
aldo	adjective	tall, lofty	archaic_rare	5	5	7	aldo — lofty, high (archaic variant); mainly surviving in place names and surnames	PCIC C2 / RAE
aleatorio	adjective	random, aleatory	philosophical_rhetorical	2	4	6	aleatorio — random, aleatory, depending on chance	PCIC C2 / RAE
alentador	adjective	encouraging, heartening	literary_poetic	0	4	6	alentador — encouraging, heartening, giving courage	PCIC C2 / RAE
algarada	noun	uproar, skirmish	literary_poetic	0	4	7	algarada — uproar, tumult; a sudden military skirmish	PCIC C2 / RAE
altruismo	noun	altruism	philosophical_rhetorical	2	4	6	altruismo — altruism, selfless concern for the welfare of others	PCIC C2 / RAE
amalgamar	verb	to amalgamate, to merge	specialized_scientific	4	4	7	amalgamar — to amalgamate (metals); to merge, to blend together	PCIC C2 / RAE
ambigüedad	noun	ambiguity	philosophical_rhetorical	2	4	6	ambigüedad — ambiguity, uncertainty of meaning	PCIC C2 / RAE
amortizar	verb	to amortize, to pay off	economic_political_advanced	7	4	6	amortizar — to amortize, to pay off (a debt); to recover an investment	PCIC C2 / RAE
amplitud	noun	amplitude, breadth	philosophical_rhetorical	2	4	5	amplitud — amplitude, breadth, extent	PCIC C2 / RAE
anacrónico	adjective	anachronistic	cultural_arts	8	4	7	anacrónico — anachronistic, out of its proper historical time	PCIC C2 / RAE
analogía	noun	analogy	philosophical_rhetorical	2	4	6	analogía — analogy, a comparison between two things for explanation	PCIC C2 / RAE
anarquismo	noun	anarchism	economic_political_advanced	7	4	7	anarquismo — anarchism, the political belief that government is unnecessary	PCIC C2 / RAE
ancestral	adjective	ancestral, inherited	literary_poetic	0	4	6	ancestral — ancestral, inherited from ancestors, primordial	PCIC C2 / RAE
aniquilar	verb	to annihilate, to destroy	literary_poetic	0	4	6	aniquilar — to annihilate, to destroy completely	PCIC C2 / RAE
anomalía	noun	anomaly	philosophical_rhetorical	2	4	6	anomalía — anomaly, something that deviates from what is normal	PCIC C2 / RAE
antagonismo	noun	antagonism	philosophical_rhetorical	2	4	7	antagonismo — antagonism, active hostility or opposition	PCIC C2 / RAE
antítesis	noun	antithesis	philosophical_rhetorical	2	4	7	antítesis — antithesis, the exact opposite; a rhetorical contrast	PCIC C2 / RAE
antropología	noun	anthropology	specialized_scientific	4	4	6	antropología — anthropology, the study of human societies and cultures	PCIC C2 / RAE
apáticamente	adverb	apathetically	psychological_abstract	6	4	6	apáticamente — apathetically, without interest or energy	PCIC C2 / RAE
apelación	noun	appeal	legal_juridical	3	4	6	apelación — appeal (legal), an application to a higher court	PCIC C2 / RAE
aplacar	verb	to appease, to soothe	literary_poetic	0	4	6	aplacar — to appease, to soothe, to pacify	PCIC C2 / RAE
apremiar	verb	to press, to urge	formal_administrative	1	4	6	apremiar — to press, to urge urgently; to impose a legal obligation	PCIC C2 / RAE
arbitrario	adjective	arbitrary	philosophical_rhetorical	2	4	5	arbitrario — arbitrary, based on random choice rather than reason	PCIC C2 / RAE
ardor	noun	ardor, fervor	literary_poetic	0	4	7	ardor — ardor, fervor, intense passion	PCIC C2 / RAE
armoniosamente	adverb	harmoniously	formal_administrative	1	4	5	armoniosamente — harmoniously, in a harmonious manner	PCIC C2 / RAE
arrogancia	noun	arrogance	literary_poetic	0	4	5	arrogancia — arrogance, offensive display of superiority	PCIC C2 / RAE
asedio	noun	siege, harassment	literary_poetic	0	4	7	asedio — siege; harassment, persistent pressure	PCIC C2 / RAE
asertivo	adjective	assertive, self-assured	psychological_abstract	6	4	6	asertivo — assertive, confidently self-assured	PCIC C2 / RAE
aspaviento	noun	fuss, dramatic gesture	literary_poetic	0	4	7	aspaviento — fuss, exaggerated dramatic gesture or exclamation	PCIC C2 / RAE
astucia	noun	cunning, astuteness	literary_poetic	0	4	7	astucia — cunning, astuteness, shrewdness	PCIC C2 / RAE
atávico	adjective	atavistic	philosophical_rhetorical	2	5	8	atávico — atavistic, relating to reversion to ancestral characteristics	PCIC C2 / RAE
atemperar	verb	to temper, to moderate	formal_administrative	1	4	6	atemperar — to temper, to moderate, to adjust	PCIC C2 / RAE
atolladero	noun	quagmire, predicament	literary_poetic	0	4	8	atolladero — quagmire, muddy place; predicament, impasse	PCIC C2 / RAE
atroz	adjective	atrocious, dreadful	literary_poetic	0	4	6	atroz — atrocious, dreadful, very cruel	PCIC C2 / RAE
auditar	verb	to audit	formal_administrative	1	4	5	auditar — to audit (financial accounts)	PCIC C2 / RAE
autocomplacencia	noun	self-complacency, smugness	psychological_abstract	6	4	7	autocomplacencia — self-complacency, smugness	PCIC C2 / RAE
autoritarismo	noun	authoritarianism	economic_political_advanced	7	4	7	autoritarismo — authoritarianism, enforcement of blind submission to authority	PCIC C2 / RAE
autonomía	noun	autonomy, self-governance	philosophical_rhetorical	2	4	5	autonomía — autonomy, self-governance, independence	PCIC C2 / RAE
avaro	adjective	miserly, avaricious	literary_poetic	0	4	6	avaro — miserly, avaricious, excessively greedy	PCIC C2 / RAE
avocación	noun	avocation, withdrawal of a case	legal_juridical	3	5	7	avocación — withdrawal of a case to a higher court; avocation	PCIC C2 / RAE
axiológico	adjective	axiological	philosophical_rhetorical	2	5	7	axiológico — axiological, relating to the theory of values	PCIC C2 / RAE
barbarismo	noun	barbarism, solecism	cultural_arts	8	4	7	barbarismo — barbarism, a gross error in language; a foreign borrowing	PCIC C2 / RAE
bélico	adjective	warlike, martial	literary_poetic	0	4	7	bélico — warlike, martial, relating to war	PCIC C2 / RAE
bellaquería	noun	knavery, roguery	literary_poetic	0	5	8	bellaquería — knavery, roguery, villainous act	PCIC C2 / RAE
benevolencia	noun	benevolence	philosophical_rhetorical	2	4	6	benevolencia — benevolence, goodwill, desire to do good	PCIC C2 / RAE
bienhechor	noun	benefactor	literary_poetic	0	4	6	bienhechor — benefactor, one who gives aid or charity	PCIC C2 / RAE
bilis	noun	bile, spite	literary_poetic	0	4	7	bilis — bile (bodily fluid); spite, bitterness of temper	PCIC C2 / RAE
bizarro	adjective	gallant, brave	archaic_rare	5	4	8	bizarro — gallant, brave, dashing (note: does NOT mean bizarre in Spanish)	PCIC C2 / RAE
bohemio	adjective	bohemian, unconventional	cultural_arts	8	4	7	bohemio — bohemian, living an unconventional artistic life	PCIC C2 / RAE
borrascoso	adjective	stormy, tempestuous	literary_poetic	0	4	7	borrascoso — stormy, tempestuous (literal or figurative)	PCIC C2 / RAE
bribón	noun	rogue, scoundrel	literary_poetic	0	4	7	bribón — rogue, scoundrel, rascal	PCIC C2 / RAE
cabal	adjective	complete, exact, thorough	literary_poetic	0	4	7	cabal — complete, exact, thorough; upright, honorable	PCIC C2 / RAE
caduceo	noun	caduceus	cultural_arts	8	5	8	caduceo — caduceus, the staff of Hermes/Mercury; symbol of medicine	PCIC C2 / RAE
candor	noun	candor, innocence	philosophical_rhetorical	2	4	7	candor — candor, frankness; innocence, purity	PCIC C2 / RAE
capcioso	adjective	captious, tricky	philosophical_rhetorical	2	5	7	capcioso — captious, tricky, insidiously misleading	PCIC C2 / RAE
capricho	noun	caprice, whim	literary_poetic	0	4	6	capricho — caprice, whim, a sudden desire	PCIC C2 / RAE
cáustico	adjective	caustic, sarcastic	philosophical_rhetorical	2	4	7	cáustico — caustic (chemical); sarcastic, cutting in wit	PCIC C2 / RAE
ceder	verb	to yield, to give way	formal_administrative	1	4	5	ceder — to yield, to give way; to cede, to transfer	PCIC C2 / RAE
celoso	adjective	zealous, jealous	psychological_abstract	6	4	5	celoso — zealous; jealous (dual meaning)	PCIC C2 / RAE
cíclico	adjective	cyclical, recurring	philosophical_rhetorical	2	4	5	cíclico — cyclical, recurring in cycles	PCIC C2 / RAE
circunspecto	adjective	circumspect, cautious	formal_administrative	1	4	7	circunspecto — circumspect, cautious, wary	PCIC C2 / RAE
clemente	adjective	clement, merciful	literary_poetic	0	4	6	clemente — clement, merciful, lenient	PCIC C2 / RAE
clientelismo	noun	clientelism, patronage politics	economic_political_advanced	7	4	7	clientelismo — clientelism, patronage politics based on exchange of favors	PCIC C2 / RAE
coartar	verb	to restrict, to coerce	legal_juridical	3	4	7	coartar — to restrict, to coerce, to limit freedom	PCIC C2 / RAE
coetáneo	adjective	contemporary, coeval	literary_poetic	0	4	7	coetáneo — contemporary, coeval, belonging to the same period	PCIC C2 / RAE
compungido	adjective	remorseful, contrite	literary_poetic	0	4	7	compungido — remorseful, contrite, feeling guilt	PCIC C2 / RAE
condena	noun	condemnation, sentence	legal_juridical	3	4	6	condena — condemnation; legal sentence, conviction	PCIC C2 / RAE
confín	noun	boundary, confine, limit	literary_poetic	0	4	7	confín — boundary, confine, limit (los confines del mundo: the ends of the world)	PCIC C2 / RAE
conformismo	noun	conformism	psychological_abstract	6	4	6	conformismo — conformism, tendency to follow accepted norms	PCIC C2 / RAE
congoja	noun	anguish, grief	literary_poetic	0	5	7	congoja — anguish, grief, heartache	PCIC C2 / RAE
conjetura	noun	conjecture, surmise	philosophical_rhetorical	2	4	6	conjetura — conjecture, surmise, a guess based on incomplete information	PCIC C2 / RAE
consternación	noun	consternation, dismay	literary_poetic	0	4	7	consternación — consternation, dismay, great anxiety	PCIC C2 / RAE
contingente	adjective	contingent, dependent on	philosophical_rhetorical	2	4	6	contingente — contingent, dependent on circumstances	PCIC C2 / RAE
contrición	noun	contrition, repentance	philosophical_rhetorical	2	4	7	contrición — contrition, deep remorse for wrongdoing	PCIC C2 / RAE
convulsionar	verb	to convulse, to shock	literary_poetic	0	4	7	convulsionar — to convulse, to shake violently; to shock (society)	PCIC C2 / RAE
corolario	noun	corollary	philosophical_rhetorical	2	4	7	corolario — corollary, a proposition following from one already proved	PCIC C2 / RAE
corrupción	noun	corruption	legal_juridical	3	4	5	corrupción — corruption, dishonest or illegal behavior	PCIC C2 / RAE
costumbrismo	noun	costumbrismo	cultural_arts	8	5	8	costumbrismo — costumbrismo, a Spanish literary/artistic movement depicting local customs	PCIC C2 / RAE
coyuntural	adjective	circumstantial, conjunctural	economic_political_advanced	7	4	7	coyuntural — circumstantial, conjunctural, relating to the current situation	PCIC C2 / RAE
credibilidad	noun	credibility	formal_administrative	1	4	5	credibilidad — credibility, the quality of being trusted or believed	PCIC C2 / RAE
cruciforme	adjective	cruciform, cross-shaped	cultural_arts	8	5	6	cruciforme — cruciform, cross-shaped	PCIC C2 / RAE
cruento	adjective	bloody, sanguinary	literary_poetic	0	5	8	cruento — bloody, sanguinary, involving bloodshed	PCIC C2 / RAE
cuestionamiento	noun	questioning, challenge	philosophical_rhetorical	2	4	5	cuestionamiento — questioning, challenge to accepted norms or conclusions	PCIC C2 / RAE
dadivoso	adjective	generous, giving	literary_poetic	0	4	7	dadivoso — generous, giving, liberal with gifts	PCIC C2 / RAE
debacle	noun	debacle, collapse	literary_poetic	0	4	7	debacle — debacle, catastrophic collapse	PCIC C2 / RAE
decoro	noun	decorum, propriety	literary_poetic	0	4	7	decoro — decorum, propriety; dignity, honor	PCIC C2 / RAE
deliberado	adjective	deliberate, intentional	formal_administrative	1	4	5	deliberado — deliberate, intentional, done on purpose	PCIC C2 / RAE
delinquir	verb	to commit a crime, to offend	legal_juridical	3	4	6	delinquir — to commit a crime, to offend against the law	PCIC C2 / RAE
demagogo	noun	demagogue	economic_political_advanced	7	4	7	demagogo — demagogue, a political leader who appeals to emotions and prejudice	PCIC C2 / RAE
demoledor	adjective	devastating, crushing	literary_poetic	0	4	7	demoledor — devastating, crushing, that tears down	PCIC C2 / RAE
demoscopia	noun	demoscopy, opinion polling	specialized_scientific	4	5	7	demoscopia — demoscopy, the study of public opinion through polling	PCIC C2 / RAE
desacato	noun	contempt, defiance	legal_juridical	3	4	7	desacato — contempt (of court), defiance of authority	PCIC C2 / RAE
desafecto	adjective	disaffected, disloyal	literary_poetic	0	4	7	desafecto — disaffected, disloyal, lacking affection for	PCIC C2 / RAE
desagravio	noun	redress, reparation	legal_juridical	3	4	7	desagravio — redress, reparation for an injury or offense	PCIC C2 / RAE
descarado	adjective	brazen, shameless	literary_poetic	0	4	6	descarado — brazen, shameless, impudent	PCIC C2 / RAE
descomunal	adjective	enormous, colossal	literary_poetic	0	4	7	descomunal — enormous, colossal, out of all proportion	PCIC C2 / RAE
descrédito	noun	discredit, disrepute	formal_administrative	1	4	6	descrédito — discredit, disrepute, loss of reputation	PCIC C2 / RAE
desgana	noun	reluctance, lack of appetite	literary_poetic	0	4	6	desgana — reluctance; lack of appetite or enthusiasm	PCIC C2 / RAE
desgarrador	adjective	heartbreaking, gut-wrenching	literary_poetic	0	4	7	desgarrador — heartbreaking, gut-wrenching, harrowing	PCIC C2 / RAE
deshonra	noun	dishonor, disgrace	literary_poetic	0	4	7	deshonra — dishonor, disgrace, loss of honor	PCIC C2 / RAE
desidia	noun	laziness, negligence	literary_poetic	0	4	7	desidia — laziness, negligence, lack of care	PCIC C2 / RAE
desmedido	adjective	excessive, immoderate	literary_poetic	0	4	6	desmedido — excessive, immoderate, beyond proper limits	PCIC C2 / RAE
desolación	noun	desolation, devastation	literary_poetic	0	4	7	desolación — desolation, devastation, extreme sorrow	PCIC C2 / RAE
despotricar	verb	to rant, to fulminate	literary_poetic	0	4	7	despotricar — to rant, to fulminate, to rail against	PCIC C2 / RAE
determinismo	noun	determinism	philosophical_rhetorical	2	4	7	determinismo — determinism, the doctrine that all events are determined by prior causes	PCIC C2 / RAE
detrimento	noun	detriment, harm	formal_administrative	1	4	6	detrimento — detriment, harm, damage (en detrimento de: to the detriment of)	PCIC C2 / RAE
dictador	noun	dictator	economic_political_advanced	7	4	5	dictador — dictator, an authoritarian ruler	PCIC C2 / RAE
dilapidación	noun	dilapidation, squandering	literary_poetic	0	4	7	dilapidación — dilapidation; squandering of resources	PCIC C2 / RAE
disconforme	adjective	dissatisfied, non-conforming	formal_administrative	1	4	6	disconforme — dissatisfied, non-conforming, not in agreement	PCIC C2 / RAE
discordante	adjective	discordant, clashing	philosophical_rhetorical	2	4	6	discordante — discordant, clashing, not in harmony	PCIC C2 / RAE
disfórico	adjective	dysphoric, deeply uneasy	psychological_abstract	6	5	7	disfórico — dysphoric, characterized by deep unease or dissatisfaction	PCIC C2 / RAE
displicencia	noun	indifference, nonchalance	literary_poetic	0	4	7	displicencia — indifference, nonchalance, aloofness	PCIC C2 / RAE
disquisitar	verb	to examine thoroughly, to inquire	philosophical_rhetorical	2	5	6	disquisitar — to examine thoroughly, to inquire into carefully	PCIC C2 / RAE
disuasión	noun	deterrence, dissuasion	formal_administrative	1	4	6	disuasión — deterrence, dissuasion (disuasión nuclear: nuclear deterrence)	PCIC C2 / RAE
dogma	noun	dogma, doctrine	philosophical_rhetorical	2	4	6	dogma — dogma, a principle or belief held as authoritative	PCIC C2 / RAE
dualismo	noun	dualism	philosophical_rhetorical	2	4	7	dualismo — dualism, the division of something into two opposed elements	PCIC C2 / RAE
ecléctico	adjective	eclectic	philosophical_rhetorical	2	4	7	ecléctico — eclectic, deriving from a broad range of sources	PCIC C2 / RAE
egocéntrico	adjective	egocentric, self-centered	psychological_abstract	6	4	6	egocéntrico — egocentric, self-centered, thinking only of oneself	PCIC C2 / RAE
egoísmo	noun	selfishness, egoism	philosophical_rhetorical	2	4	5	egoísmo — selfishness, egoism	PCIC C2 / RAE
elocutivo	adjective	elocutory, relating to speech	philosophical_rhetorical	2	5	6	elocutivo — elocutory, relating to the manner of speaking	PCIC C2 / RAE
embaucador	noun	impostor, deceiver	literary_poetic	0	4	7	embaucador — impostor, deceiver, one who tricks with flattery	PCIC C2 / RAE
embriaguez	noun	drunkenness, intoxication	literary_poetic	0	4	7	embriaguez — drunkenness, intoxication; also: ecstasy, rapture	PCIC C2 / RAE
eminente	adjective	eminent, distinguished	formal_administrative	1	4	5	eminente — eminent, distinguished, prominent	PCIC C2 / RAE
empirismo	noun	empiricism	philosophical_rhetorical	2	4	7	empirismo — empiricism, the theory that knowledge comes from experience	PCIC C2 / RAE
encarnizar	verb	to embitter, to enrage	literary_poetic	0	5	7	encarnizar — to embitter; to fight with savage cruelty; to engage ferociously	PCIC C2 / RAE
enconado	adjective	bitter, acrimonious	literary_poetic	0	4	7	enconado — bitter, acrimonious, deeply hostile	PCIC C2 / RAE
encubridor	noun	accessory after the fact	legal_juridical	3	5	7	encubridor — accessory after the fact, one who conceals a crime	PCIC C2 / RAE
enfatizar	verb	to emphasize	philosophical_rhetorical	2	4	5	enfatizar — to emphasize, to stress	PCIC C2 / RAE
engaño	noun	deception, fraud	literary_poetic	0	4	5	engaño — deception, fraud, deceit	PCIC C2 / RAE
ennoblecimiento	noun	ennobling, elevation	literary_poetic	0	5	7	ennoblecimiento — ennobling, elevation to a higher moral or social state	PCIC C2 / RAE
ensimismamiento	noun	self-absorption, abstraction	psychological_abstract	6	5	8	ensimismamiento — self-absorption, being lost in one's own thoughts	PCIC C2 / RAE
entelequia	noun	entelechy, pipe dream	philosophical_rhetorical	2	5	9	entelequia — entelechy (Aristotelian); colloquially: a pipe dream, unrealizable idea	PCIC C2 / RAE
epicúreo	adjective	epicurean, pleasure-seeking	philosophical_rhetorical	2	4	8	epicúreo — epicurean, devoted to pleasure, especially refined sensory enjoyment	PCIC C2 / RAE
epílogo	noun	epilogue	literary_poetic	0	4	6	epílogo — epilogue, the concluding part of a work	PCIC C2 / RAE
epistémica	adjective	epistemic, relating to knowledge	philosophical_rhetorical	2	5	7	epistémico — epistemic, relating to the nature or grounds of knowledge	PCIC C2 / RAE
epopeya	noun	epic poem, epic feat	literary_poetic	0	4	7	epopeya — epic poem; a grand, heroic undertaking	PCIC C2 / RAE
equidistante	adjective	equidistant, neutral	formal_administrative	1	4	5	equidistante — equidistant; neutral, equally distant from two sides	PCIC C2 / RAE
escéptico	adjective	skeptical	philosophical_rhetorical	2	4	6	escéptico — skeptical, not easily convinced	PCIC C2 / RAE
escisión	noun	split, schism	economic_political_advanced	7	4	7	escisión — split, schism, division (of a party or group)	PCIC C2 / RAE
esgrimida	adjective	wielded, brandished	literary_poetic	0	5	6	esgrimido — wielded, brandished (an argument)	PCIC C2 / RAE
estoico	adjective	stoic	philosophical_rhetorical	2	4	7	estoico — stoic, enduring hardship without complaint	PCIC C2 / RAE
estrafalaria	adjective	outlandish (feminine)	literary_poetic	0	4	6	estrafalaria — outlandish (feminine form); eccentric, bizarre	PCIC C2 / RAE
estridencia	noun	stridency, shrillness	literary_poetic	0	4	7	estridencia — stridency, shrillness, harsh loudness	PCIC C2 / RAE
eticidad	noun	ethicality, ethical quality	philosophical_rhetorical	2	5	6	eticidad — ethicality, the quality of being ethical	PCIC C2 / RAE
exacción	noun	exaction, extortion	legal_juridical	3	5	7	exacción — exaction, the act of demanding and obtaining something by force	PCIC C2 / RAE
exégeta	noun	exegete, interpreter	philosophical_rhetorical	2	5	7	exégeta — exegete, one who interprets texts, especially Scripture	PCIC C2 / RAE
expiación	noun	expiation, atonement	philosophical_rhetorical	2	4	7	expiación — expiation, atonement, making amends for wrongdoing	PCIC C2 / RAE
expropiar	verb	to expropriate	legal_juridical	3	4	6	expropiar — to expropriate, to dispossess (property for public use)	PCIC C2 / RAE
extravagancia	noun	extravagance, eccentricity	literary_poetic	0	4	7	extravagancia — extravagance, eccentricity, excessive spending	PCIC C2 / RAE
faccioso	adjective	factious, seditious	literary_poetic	0	5	7	faccioso — factious, seditious, pertaining to a faction	PCIC C2 / RAE
falibilidad	noun	fallibility	philosophical_rhetorical	2	4	7	falibilidad — fallibility, liability to be wrong	PCIC C2 / RAE
fanatismo	noun	fanaticism	philosophical_rhetorical	2	4	6	fanatismo — fanaticism, extreme devotion to a cause	PCIC C2 / RAE
fatuo	adjective	fatuous, vain, self-satisfied	literary_poetic	0	4	7	fatuo — fatuous, vain, self-satisfied and inane	PCIC C2 / RAE
fecundidad	noun	fecundity, fertility	literary_poetic	0	4	7	fecundidad — fecundity, fertility, fruitfulness	PCIC C2 / RAE
feroz	adjective	ferocious, fierce	literary_poetic	0	4	5	feroz — ferocious, fierce, savage	PCIC C2 / RAE
fetichismo	noun	fetishism	philosophical_rhetorical	2	5	7	fetichismo — fetishism, excessive devotion to an object or idea	PCIC C2 / RAE
feudalismo	noun	feudalism	economic_political_advanced	7	4	6	feudalismo — feudalism, the medieval social system based on land and service	PCIC C2 / RAE
filantrópico	adjective	philanthropic	formal_administrative	1	4	6	filantrópico — philanthropic, charitable, benevolent	PCIC C2 / RAE
firmeza	noun	firmness, steadfastness	literary_poetic	0	4	6	firmeza — firmness, steadfastness, resolution	PCIC C2 / RAE
flamígero	adjective	flaming, flame-bearing	archaic_rare	5	5	8	flamígero — flaming, flame-bearing (poetic/archaic); also: flamboyant Gothic (architecture)	PCIC C2 / RAE
flagrante	adjective	flagrant, blatant	legal_juridical	3	4	7	flagrante — flagrant, blatant (en flagrante delicto: caught in the act)	PCIC C2 / RAE
flaqueza	noun	weakness, failing	literary_poetic	0	4	7	flaqueza — weakness, a moral or physical failing	PCIC C2 / RAE
fraternidad	noun	fraternity, brotherhood	philosophical_rhetorical	2	4	6	fraternidad — fraternity, brotherhood, close union	PCIC C2 / RAE
frivolidad	noun	frivolity, shallowness	literary_poetic	0	4	6	frivolidad — frivolity, shallowness, lack of seriousness	PCIC C2 / RAE
fugaz	adjective	fleeting, transient	literary_poetic	0	4	7	fugaz — fleeting, transient (una estrella fugaz: a shooting star)	PCIC C2 / RAE
